product_id,product_title,rating,summary,review,combined_text,review_length,category
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Perfect product!,Best in this price Bass 4.5*Sound 4.5*Battery backup 4.9*Design 4.2*,Best in this price Bass 4.5*Sound 4.5*Battery backup 4.9*Design 4.2* Perfect product!,10,U&I
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4.0,Very Good,"Those who are looking for good voice quality in this price range , these OnePlus Bullets are the best you can find.• doesn't miss any single beat even at the lowest volume levels.•fast charging - 50% in 10 minutes & 100% within 25 minutes.•deffinately has a long run time and yes you do get upto 20hours of play time for a full charge (depending on the volume level you choose to play)• very user friendly. one can listen for long time without any issue, for it u'll have to try the different...","Those who are looking for good voice quality in this price range , these OnePlus Bullets are the best you can find.• doesn't miss any single beat even at the lowest volume levels.•fast charging - 50% in 10 minutes & 100% within 25 minutes.•deffinately has a long run time and yes you do get upto 20hours of play time for a full charge (depending on the volume level you choose to play)• very user friendly. one can listen for long time without any issue, for it u'll have to try the different... Very Good",92,OnePlus
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,4.0,Wonderful,a very good earphone in budget sound is awesome very pure sound but the bass is ok ok..  you can go for it without thinking much,a very good earphone in budget sound is awesome very pure sound but the bass is ok ok..  you can go for it without thinking much Wonderful,26,BoAt
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,1.0,Useless product,Mic is not proper recipient persons can't hear proper sound ( every time for call I heard from front I can't hear you so I have to again talk to through Mobile phone no Option useless of wirless meaning)  and sound quality is so loud. Like local headphones. not comfortable to wear for more than1 hrs of uses.tere is no meanings to get replaced again you get same product therefore this is wast of money.,Mic is not proper recipient persons can't hear proper sound ( every time for call I heard from front I can't hear you so I have to again talk to through Mobile phone no Option useless of wirless meaning)  and sound quality is so loud. Like local headphones. not comfortable to wear for more than1 hrs of uses.tere is no meanings to get replaced again you get same product therefore this is wast of money. Useless product,75,BoAt
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Best in the market!,Quality is very goodAndSound and bass is also very good But battery is not good Battery backup is not 17hours Battery backup only 10 hours on full volumeAnd this earphone is very good on all condition But battery is not on markAnd 10 to 12 it charge 70 to 80 and playback time upto 8 hoursAnd it completely charge in 20 to 30 minutes But no warning for low batteryI check two time i can not seen low battery warningOverall great product in this price,Quality is very goodAndSound and bass is also very good But battery is not good Battery backup is not 17hours Battery backup only 10 hours on full volumeAnd this earphone is very good on all condition But battery is not on markAnd 10 to 12 it charge 70 to 80 and playback time upto 8 hoursAnd it completely charge in 20 to 30 minutes But no warning for low batteryI check two time i can not seen low battery warningOverall great product in this price Best in the market!,85,OnePlus
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4.0,Very Good,very nice,very nice Very Good,2,U&I
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Highly recommended,Good battery 🔋 👌 Sound awesome 👌 Bass 🔊  super Overall good 👍  product in one plus,Good battery 🔋 👌 Sound awesome 👌 Bass 🔊  super Overall good 👍  product in one plus Highly recommended,17,OnePlus
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Excellent,"It's such a great product😍😍, writing this review almost after 40 days. Very good sound🎧🎧, with huge bass.Product quality is likely ok. Battery🔋 backup is insane.  Range of connectivity is also good enough. Good device😉😉 Thanks ❤❤flipkart.","It's such a great product😍😍, writing this review almost after 40 days. Very good sound🎧🎧, with huge bass.Product quality is likely ok. Battery🔋 backup is insane.  Range of connectivity is also good enough. Good device😉😉 Thanks ❤❤flipkart. Excellent",37,U&I
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,4.0,Value-for-money,"Amazing Product, bass is amazing and easy to carry , Also you like the insulation of product , battery backup is very good. Satisfied With Product","Amazing Product, bass is amazing and easy to carry , Also you like the insulation of product , battery backup is very good. Satisfied With Product Value-for-money",26,realme
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Fabulous!,Quality is Good .. Build Desine is Nice and Sound quality is Ossoum At this price.. But Charging cable is too Short i am not Happy .. But  all over Headphone is Good i like it ...Battery Backup is Very good qualityThank you..,Quality is Good .. Build Desine is Nice and Sound quality is Ossoum At this price.. But Charging cable is too Short i am not Happy .. But  all over Headphone is Good i like it ...Battery Backup is Very good qualityThank you.. Fabulous!,43,U&I
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Super!,Mindblowing productGood sound qualityBattery backup to goodBut calling issuesI am parches 1564/-rs,Mindblowing productGood sound qualityBattery backup to goodBut calling issuesI am parches 1564/-rs Super!,12,realme
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Terrific,Unbelievable bass And very clear audio ear protection very strong I really prefer to purchase this fantastic realme buds thank you very much realme,Unbelievable bass And very clear audio ear protection very strong I really prefer to purchase this fantastic realme buds thank you very much realme Terrific,24,realme
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,5.0,Awesome,One of the best earphones I have ever tried....I highly recommend this to anyone who is looking for best budget earphones for PUBG....and also for listening music!,One of the best earphones I have ever tried....I highly recommend this to anyone who is looking for best budget earphones for PUBG....and also for listening music! Awesome,27,BoAt
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Highly recommended,Best product,Best product Highly recommended,2,realme
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4.0,Good quality product,Fantastic system it has but not have bass. Sound quality is average. I would like to inform you that do not waste your money by seeing ONEPLUS tag. You can buy better Wireless Earphone at very cheap price of Boat. Sound quality good but no to appreciate!,Fantastic system it has but not have bass. Sound quality is average. I would like to inform you that do not waste your money by seeing ONEPLUS tag. You can buy better Wireless Earphone at very cheap price of Boat. Sound quality good but no to appreciate! Good quality product,47,OnePlus
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Brilliant,Best product to buy 🌟🌟🌟🌟🌟It is good in realme Narzo 10A good base and high quality worth in price 🥰🥰,Best product to buy 🌟🌟🌟🌟🌟It is good in realme Narzo 10A good base and high quality worth in price 🥰🥰 Brilliant,20,realme
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,1.0,Terrible product,If you are bass lover don't dare to buy this. Bass is really very bad. I have used Sony earphones and they offer pretty good bass than it. I bought this due to hype but in actuality it's not even close to my expectations. Whenever i listen to music it makes me  🤬,If you are bass lover don't dare to buy this. Bass is really very bad. I have used Sony earphones and they offer pretty good bass than it. I bought this due to hype but in actuality it's not even close to my expectations. Whenever i listen to music it makes me  🤬 Terrible product,53,OnePlus
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4.0,Pretty good,Sound quality awesomeCall quality ok Bluetooth range unpredictable at this price point superb connection.Design just wow and classy not too long not too short.Battery backup amazing Just one con which is sound delay in pubg Not recommended for pro pubg players they should use wired one.If u liked the review pls give a live,Sound quality awesomeCall quality ok Bluetooth range unpredictable at this price point superb connection.Design just wow and classy not too long not too short.Battery backup amazing Just one con which is sound delay in pubg Not recommended for pro pubg players they should use wired one.If u liked the review pls give a live Pretty good,54,realme
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,1.0,Hated it!,not a good one  ..I buy it seeing the review  but it seems a local one ..even if you will get like the same on Flipkart at a cost of Rs 200  but only thing is no branding will be there. sound quality is not good bass is like a phata hua dhool...,not a good one  ..I buy it seeing the review  but it seems a local one ..even if you will get like the same on Flipkart at a cost of Rs 200  but only thing is no branding will be there. sound quality is not good bass is like a phata hua dhool... Hated it!,53,BoAt
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Simply awesome,The bass provided is a decent one and the sound clarity is pretty good.And all the other features are exceptional.U can surely go for this one for the price range..will not regeret.,The bass provided is a decent one and the sound clarity is pretty good.And all the other features are exceptional.U can surely go for this one for the price range..will not regeret. Simply awesome,32,OnePlus
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Brilliant,"Really appreciated this product from realme ..... Satisfied fully ...... If u like deep base , high battery backup n light weight Bluetooth headset , thn i suggest u to take this ..... Its main feature is battery backup ... Its almost 12hrs i am playing continuous music in these n charge is nt down 😍","Really appreciated this product from realme ..... Satisfied fully ...... If u like deep base , high battery backup n light weight Bluetooth headset , thn i suggest u to take this ..... Its main feature is battery backup ... Its almost 12hrs i am playing continuous music in these n charge is nt down 😍 Brilliant",56,realme
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4.0,Nice product,"Review after about 2months of usage.Before starting let me be clear, THIS DEVICE IS NOT FOR SERIOUS MUSIC LOVERS/AUDIOPHILES.I'm not gonna repeat the same technical aspects of it, you already know what's inside it. So...Coming to the sound, if you just love some BASS and heavy sounds this earphone will become your best buddy in no time. The volume on this is insane. I only use it at 20-30% max. It's very loud. So no complaints there.If you've used some premium earphone from brands lik...","Review after about 2months of usage.Before starting let me be clear, THIS DEVICE IS NOT FOR SERIOUS MUSIC LOVERS/AUDIOPHILES.I'm not gonna repeat the same technical aspects of it, you already know what's inside it. So...Coming to the sound, if you just love some BASS and heavy sounds this earphone will become your best buddy in no time. The volume on this is insane. I only use it at 20-30% max. It's very loud. So no complaints there.If you've used some premium earphone from brands lik... Nice product",85,BoAt
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4.0,Worth the money,"Pros-1. Good enough BASS.2. Battery backup is good, can last 1-2 days with moderate uses.3. Can pair 2 Phone simultaneously.4. Nice disign and buttons placement.Cons-1. When you switch it on it says Welcome....... In full volume.2. While incoming call it reads callers mob No. that too in full volume, thats irritating.","Pros-1. Good enough BASS.2. Battery backup is good, can last 1-2 days with moderate uses.3. Can pair 2 Phone simultaneously.4. Nice disign and buttons placement.Cons-1. When you switch it on it says Welcome....... In full volume.2. While incoming call it reads callers mob No. that too in full volume, thats irritating. Worth the money",51,U&I
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4.0,Good choice,Nice build quality.. bass is best it self.. vibrate at call is nice. .. nice support from flipkart and delivery partner,Nice build quality.. bass is best it self.. vibrate at call is nice. .. nice support from flipkart and delivery partner Good choice,21,BoAt
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,5.0,Just wow!,"I bought 1more and boAt BassHeads 100 headphones together, sound clarity, volume, bass and treble of boAt is much better than 1More. Comfortable ear buds, Zara Hatke design, sleek packaging. You don't wanna listen to music without boAt headphones. Truly price worthy.","I bought 1more and boAt BassHeads 100 headphones together, sound clarity, volume, bass and treble of boAt is much better than 1More. Comfortable ear buds, Zara Hatke design, sleek packaging. You don't wanna listen to music without boAt headphones. Truly price worthy. Just wow!",42,BoAt
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Simply awesome,NICE PRODUCT... WORTH BUYING.....!!!!Its a Signature sound by Realme India..I love the sound... Best in Segment.@REALME INDIA.,NICE PRODUCT... WORTH BUYING.....!!!!Its a Signature sound by Realme India..I love the sound... Best in Segment.@REALME INDIA. Simply awesome,17,realme
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4.0,Nice product,Boat rockerz 235 v2 is the budget blutooth hearphone. All are very good performance only sound quality is slightly poor.. vibration and battery backup is the best part in this product. Bass also very great .. just lysric clearing not proper,Boat rockerz 235 v2 is the budget blutooth hearphone. All are very good performance only sound quality is slightly poor.. vibration and battery backup is the best part in this product. Bass also very great .. just lysric clearing not proper Nice product,41,BoAt
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Highly recommended,Nice head set good fit nice quality good to handily poli aytem anu magnet pora kolllam migacha aytem,Nice head set good fit nice quality good to handily poli aytem anu magnet pora kolllam migacha aytem Highly recommended,18,realme
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4.0,Really Nice,This review i was posted after 1 week using this 1+ bass editions neckband. It's sound quality is awesome bass effect also awesom then call audio quality also super when i receive this project it was 100% changed i was used more then 4 days in this neckband using audio and video player per day i am used 3 hrs approximately after 4 days i god 40% of remaining charger. i changed this  neckband with in 10 minutes its fully charged. its worth for money.,This review i was posted after 1 week using this 1+ bass editions neckband. It's sound quality is awesome bass effect also awesom then call audio quality also super when i receive this project it was 100% changed i was used more then 4 days in this neckband using audio and video player per day i am used 3 hrs approximately after 4 days i god 40% of remaining charger. i changed this  neckband with in 10 minutes its fully charged. its worth for money. Really Nice,85,OnePlus
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4.0,Delightful,"After using 1 month. 👇👇Sound:- not so clear but not bad also, it is pretty good.Base:- so satisfied need little bit of improvement.Battery:- good🌹Over all good product in this range👉PLUS POINT:- HEIGHTS BASS IN THIS PRICE RANGEMUST BUY","After using 1 month. 👇👇Sound:- not so clear but not bad also, it is pretty good.Base:- so satisfied need little bit of improvement.Battery:- good🌹Over all good product in this range👉PLUS POINT:- HEIGHTS BASS IN THIS PRICE RANGEMUST BUY Delightful",38,realme
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,3.0,Does the job,"Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros-✓Sounds Quality is good✓ Bass is good enough✓ Look is okay as per this price range ✓ All essential controls are provided✓ Backup is decentConsxx Bluetooth range is too short (even if you are walking by holding phone in your hand you will feel connection disturbances at all times)xx In case of battery get low it continuously gives you a voice signals in every 2 seconds I found its ver...","Hi Seekers, I am writing this review after 2 weeks of daily use, lets start with pros and cons Pros-✓Sounds Quality is good✓ Bass is good enough✓ Look is okay as per this price range ✓ All essential controls are provided✓ Backup is decentConsxx Bluetooth range is too short (even if you are walking by holding phone in your hand you will feel connection disturbances at all times)xx In case of battery get low it continuously gives you a voice signals in every 2 seconds I found its ver... Does the job",89,BoAt
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,4.0,Good quality product,Good prodect nice ❣️,Good prodect nice ❣️ Good quality product,4,realme
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,1.0,Worst experience ever!,"Within the return period it will work perfectly but after that too many problems you will face so don't buy this earbuds i have brought this on 12 jan and on 22 jan it's showing its true colours....I'm having connection issues, charging issue and more yet to come . Opening the box is very complicated","Within the return period it will work perfectly but after that too many problems you will face so don't buy this earbuds i have brought this on 12 jan and on 22 jan it's showing its true colours....I'm having connection issues, charging issue and more yet to come . Opening the box is very complicated Worst experience ever!",55,realme
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5.0,Terrific purchase,Sound quality super battery backup super quality super this price range super and this value for money,Sound quality super battery backup super quality super this price range super and this value for money Terrific purchase,17,BoAt
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4.0,Good choice,"The sound quality is really good and it's worth every penny. But the unit I received had some manufacturing defect so after around 3 months of use, the volume in the left side kept decreasing for a week and then completely stopped. Thanks to the one year warranty I took it to the service centre for replacement. And they said I'll get the new one in 7 to 10 days! That's a long time for a music lover to stay without earphones... I also checked the OnePlus website and there were a lot of people ...","The sound quality is really good and it's worth every penny. But the unit I received had some manufacturing defect so after around 3 months of use, the volume in the left side kept decreasing for a week and then completely stopped. Thanks to the one year warranty I took it to the service centre for replacement. And they said I'll get the new one in 7 to 10 days! That's a long time for a music lover to stay without earphones... I also checked the OnePlus website and there were a lot of people ... Good choice",96,OnePlus
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Excellent,OsM Baas .....I Have Been Using for 30 Days.....I always sleep around the night in my neck....No Defect No Damage.....Battery Backup 2 Days.....Charged in 15-20 mins....Magnetic Buds.....Charging Light (Red)After Charged Light (White)Premium Quality.....Noise Cancellation....,OsM Baas .....I Have Been Using for 30 Days.....I always sleep around the night in my neck....No Defect No Damage.....Battery Backup 2 Days.....Charged in 15-20 mins....Magnetic Buds.....Charging Light (Red)After Charged Light (White)Premium Quality.....Noise Cancellation.... Excellent,34,OnePlus
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,1.0,Waste of money!,After 6 month it won't work properly it's better to select other product than this even warranty is of no use they don't provide proper information it's better to select other than this even it's normal than other earphone,After 6 month it won't work properly it's better to select other product than this even warranty is of no use they don't provide proper information it's better to select other than this even it's normal than other earphone Waste of money!,39,BoAt
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5.0,Highly recommended,"This is a wonderful product Unless you have received a faulty unit. Let me help you here Pros -Best in class buildBest in class features (quick pairing and switching, super quick charge)Best in class battery lifeMost comfortable earphone (i have tried nearly all good earphones under 3000 both wired and wireless. Comfort of these are superb)Cons -Sound is like a typical 1000rs earphone.Bass is there but not that much.But still i am rating it 5* why because my friend No OTHER wirele...","This is a wonderful product Unless you have received a faulty unit. Let me help you here Pros -Best in class buildBest in class features (quick pairing and switching, super quick charge)Best in class battery lifeMost comfortable earphone (i have tried nearly all good earphones under 3000 both wired and wireless. Comfort of these are superb)Cons -Sound is like a typical 1000rs earphone.Bass is there but not that much.But still i am rating it 5* why because my friend No OTHER wirele... Highly recommended",82,OnePlus
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Must buy!,Super super head phones.the sound quality is absolutely amazing.and battery life is good.,Super super head phones.the sound quality is absolutely amazing.and battery life is good. Must buy!,13,OnePlus
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Just wow!,Super Vera level iruku buds,Super Vera level iruku buds Just wow!,5,realme
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4.0,Very Good,Very decent look product. Give superb bass. Mic quality is okok. Design and build is superb. In this price range it worth it.,Very decent look product. Give superb bass. Mic quality is okok. Design and build is superb. In this price range it worth it. Very Good,23,BoAt
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4.0,Worth the money,"Good battery back up, sound should be improved","Good battery back up, sound should be improved Worth the money",8,OnePlus
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,5.0,Classy product,"LOVE IT 👌🏻Awesome Sound Quality with Superb Bass and noise cancellation, So light weight and perfect fit in ear. Love these Buds specially if you compare this with any other brand in this price thanks to realme For this great deal.","LOVE IT 👌🏻Awesome Sound Quality with Superb Bass and noise cancellation, So light weight and perfect fit in ear. Love these Buds specially if you compare this with any other brand in this price thanks to realme For this great deal. Classy product",41,realme
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,5.0,Worth every penny,"Very Good sound clarity with bass, build quality is good, wire is tangled free , affordable price with good quality ☺ happy with this product.","Very Good sound clarity with bass, build quality is good, wire is tangled free , affordable price with good quality ☺ happy with this product. Worth every penny",25,BoAt
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Must buy!,Sound clarity is too good in comparison of realme wireless and also bass is far better from realme wireless.bass is reaching in the core.,Sound clarity is too good in comparison of realme wireless and also bass is far better from realme wireless.bass is reaching in the core. Must buy!,24,OnePlus
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Excellent,Great experience... awesome sounds quality.. noise reduction .very much comfortable in ears .. awesome build quality .stylish look that makes it different from other brand . happy...Good packing on this price range...,Great experience... awesome sounds quality.. noise reduction .very much comfortable in ears .. awesome build quality .stylish look that makes it different from other brand . happy...Good packing on this price range... Excellent,32,U&I
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,3.0,Nice,The product is good but charger is small But I Loved It A Lot All family blamed me for such a order But i loved it a lot Thank U Flipkart,The product is good but charger is small But I Loved It A Lot All family blamed me for such a order But i loved it a lot Thank U Flipkart Nice,31,U&I
ACCEVQZABYWJHRHF,BoAt BassHeads 100 Wired Headset,5.0,Just wow!,best sound products for me strong bass I got this in earphones thank u boat & thank u flipkart,best sound products for me strong bass I got this in earphones thank u boat & thank u flipkart Just wow!,19,BoAt
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5.0,Super!,"Very much satisfied with the device at this price point being from an awesome brand. Design wise , I liked it more than rockerz 255 model.Bought the model blindly on its very first day with zero reviews and it was a wonderful choice I must say.Bluetooth 5.0 enables us to connect devices simultaneously. And vibration motor for calls , its too good.","Very much satisfied with the device at this price point being from an awesome brand. Design wise , I liked it more than rockerz 255 model.Bought the model blindly on its very first day with zero reviews and it was a wonderful choice I must say.Bluetooth 5.0 enables us to connect devices simultaneously. And vibration motor for calls , its too good. Super!",62,BoAt
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Mind-blowing purchase,Sound quality is really good. Amazing looks very cool neckband. Bass is super good. I'm really very very happy with this earphones wanted this type of earphones from so long now i got it..,Sound quality is really good. Amazing looks very cool neckband. Bass is super good. I'm really very very happy with this earphones wanted this type of earphones from so long now i got it.. Mind-blowing purchase,34,U&I
ACCFSKBJYWZKXGCP,U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5.0,Wonderful,This product is really good. The quality is good must buy at this price. The sound & bass is nice. Battery life  lasts for a day easily. The connectivity is also great. The clarity and sound is superb. It’s very handy and not heavy. It’s easy to carry.,This product is really good. The quality is good must buy at this price. The sound & bass is nice. Battery life  lasts for a day easily. The connectivity is also great. The clarity and sound is superb. It’s very handy and not heavy. It’s easy to carry. Wonderful,48,U&I
ACCFSDGXX3S6DVBG,BoAt Airdopes 131 Bluetooth Headset,4.0,Value-for-money,"The earphone got delivered in 1 day. Speaking of sound quality the sound is good you get decent amount of base for the price. The design though is not upto the mark you cannot wear it for prolonged hours as it gets uncomfortable. The microphone is ok calling experience is ok not that great. Battery backups i cannot comment on that as I haven’t used it a lot. But for the price that you are paying ,this thing is totally worth the buy.","The earphone got delivered in 1 day. Speaking of sound quality the sound is good you get decent amount of base for the price. The design though is not upto the mark you cannot wear it for prolonged hours as it gets uncomfortable. The microphone is ok calling experience is ok not that great. Battery backups i cannot comment on that as I haven’t used it a lot. But for the price that you are paying ,this thing is totally worth the buy. Value-for-money",83,BoAt
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Perfect product!,It's a very nice headset with great bass and treble delivery with a nice build quality and it's so light that one cannot feel it after putting around the neck. The connectivity is good enough but the range could be a little better and love those features offered in this price range and the sound quality is also great with crisp treble and semi high bass Some minor highlights to be noticed :1) Sound quality is great in this earphones but with different devices you need to configure the sound...,It's a very nice headset with great bass and treble delivery with a nice build quality and it's so light that one cannot feel it after putting around the neck. The connectivity is good enough but the range could be a little better and love those features offered in this price range and the sound quality is also great with crisp treble and semi high bass Some minor highlights to be noticed :1) Sound quality is great in this earphones but with different devices you need to configure the sound... Perfect product!,90,realme
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,3.0,Just okay,Good bluetooth earphones but price was high for middle class music lovers .bass was good for listinining.mic was not clear in running or at bike.battery back up was nice.earphone 100% not fit into ur ears exactly . totally my opinion sound quality and battery backup good .price comparison was too High .,Good bluetooth earphones but price was high for middle class music lovers .bass was good for listinining.mic was not clear in running or at bike.battery back up was nice.earphone 100% not fit into ur ears exactly . totally my opinion sound quality and battery backup good .price comparison was too High . Just okay,52,OnePlus
ACCFVWN4PGNTEFGY,realme Buds Q Bluetooth Headset,3.0,Does the job,Sound and build is pretty good but touch control not working properly.,Sound and build is pretty good but touch control not working properly. Does the job,12,realme
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5.0,Fabulous!,It was a fantastic experience using this earpiece its just awesome and i loved it like anything it has all the features qnd a definitely good base with good sound quality..i was bit unhappy with its clarity else i was really impressed by its working,It was a fantastic experience using this earpiece its just awesome and i loved it like anything it has all the features qnd a definitely good base with good sound quality..i was bit unhappy with its clarity else i was really impressed by its working Fabulous!,45,OnePlus
ACCFSDGXX3S6DVBG,BoAt Airdopes 131 Bluetooth Headset,3.0,Decent product,"I wish to point out one very basic thing the earbuds are designed well but the material used for covering the sound outlet is no good it in good brands its steel or metal based very fine mesh, in this case it  just came out to be nothing but a cloth based thin layer pasted with low quality glue. Not a good experience. Earbud without this cover is firstly exposed and not so appealing anymore.","I wish to point out one very basic thing the earbuds are designed well but the material used for covering the sound outlet is no good it in good brands its steel or metal based very fine mesh, in this case it  just came out to be nothing but a cloth based thin layer pasted with low quality glue. Not a good experience. Earbud without this cover is firstly exposed and not so appealing anymore. Decent product",75,BoAt
ACCFVA3KZ2EYMYX3,OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4.0,Pretty good,No doubt this neckband was a beast but reason for giving 4 star is sometimes when I use microphone during games it doesn't work properly my teammates didn't hear me properly BTW it's good choice for me only I face sometimes microphone issue.,No doubt this neckband was a beast but reason for giving 4 star is sometimes when I use microphone during games it doesn't work properly my teammates didn't hear me properly BTW it's good choice for me only I face sometimes microphone issue. Pretty good,43,OnePlus
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Perfect product!,"Super bass, easy to pair, crystal clear sound, excellent product in this price range.","Super bass, easy to pair, crystal clear sound, excellent product in this price range. Perfect product!",14,realme
ACCFZGAQJGYCYDCM,BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5.0,Highly recommended,Awsome Sound Quality 5 * !!Bass Is Awsome 5* !!Degin is Good 3* !!Battery backup much Good 4* !!,Awsome Sound Quality 5 * !!Bass Is Awsome 5* !!Degin is Good 3* !!Battery backup much Good 4* !! Highly recommended,19,BoAt
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5.0,Super!,"The product is amazing. The sound quality is great, it is so light you won't even feel it's there, battery backup is huge. Lasts for 2 days easily. If less use than maybe a week. Easy to clean. They give extra earbuds. Bluetooth range is great. Sound clarity is great. Everything is great.","The product is amazing. The sound quality is great, it is so light you won't even feel it's there, battery backup is huge. Lasts for 2 days easily. If less use than maybe a week. Easy to clean. They give extra earbuds. Bluetooth range is great. Sound clarity is great. Everything is great. Super!",53,realme
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5.0,Terrific,"woww fantastic experience 😍 👍 and mainly discuss about this earphones is built quality is awesome 👌👍im fully satisfied with this earphones 👌👌👍   prons 1. built quality is awesome2. sound quality is just super 3. bass , treble,mid ranges are just good4. long and comfortable cable cons 1. missed L shape jackfinally my overall rating is 9.6 /10","woww fantastic experience 😍 👍 and mainly discuss about this earphones is built quality is awesome 👌👍im fully satisfied with this earphones 👌👌👍   prons 1. built quality is awesome2. sound quality is just super 3. bass , treble,mid ranges are just good4. long and comfortable cable cons 1. missed L shape jackfinally my overall rating is 9.6 /10 Terrific",58,realme
